top - 15:25:27 up  6:39,  1 user,  load average: 0.20, 0.36, 0.56
   3898 daemonna  20   0 1002652  70296  56500 S   0.0   0.2   0:00.26 evolution-alarm
   3905 daemonna  20   0 1462032 258204  64496 S   0.0   0.8   0:05.16 gnome-software
   3907 daemonna  20   0  232236   6388   5364 S   0.0   0.0   0:00.01 gsd-disk-utilit
   3915 daemonna  20   0  304876   5280   4324 S   0.0   0.0   0:00.00 BluejeansHelper
   3942 daemonna  20   0  524440  22460  17908 S   0.0   0.1   0:00.16 abrt-applet
   4014 daemonna  20   0  594136  18544  16268 S   0.0   0.1   0:00.01 gsd-printer
   4033 daemonna  20   0 1099432  13916  11732 S   0.0   0.0   0:00.85 xdg-desktop-por
   4047 daemonna  20   0  891584   6368   5740 S   0.0   0.0   0:00.41 xdg-document-po
   4055 root      20   0    2624   1052    964 S   0.0   0.0   0:00.00 fusermount
   4069 root      20   0  467668  12644  10624 S   0.0   0.0   0:00.06 abrt-dbus
   4133 daemonna  20   0  594616  30552  24268 S   0.0   0.1   0:00.80 xdg-desktop-por
   5106 daemonna  20   0    6120   3392   3052 S   0.0   0.0   0:07.65 cgroupify
   5113 daemonna  20   0   16.0g   4972   4664 S   0.0   0.0   0:00.00 chrome_crashpad
   5115 daemonna  20   0   16.0g   4712   4400 S   0.0   0.0   0:00.00 chrome_crashpad
   5119 daemonna  20   0   16.5g  55104  43996 S   0.0   0.2   0:00.01 chromium-browse
   5120 daemonna  20   0   16.5g  55188  44080 S   0.0   0.2   0:00.02 chromium-browse
   5122 daemonna  20   0   16.5g  15016   3872 S   0.0   0.0   0:00.17 chromium-browse
   5162 daemonna  20   0   16.5g  32484  19272 S   0.0   0.1   0:02.91 chromium-browse
   5211 daemonna  20   0 1120600 109656  67456 S   0.0   0.3   5:15.85 Xwayland
   5238 daemonna  20   0 1542160  68200  53892 S   0.0   0.2   0:00.71 gsd-xsettings
   5262 daemonna  20   0  519140  29800  23932 S   0.0   0.1   0:00.09 ibus-x11
   5317 daemonna  20   0   24.8g 284444 111960 S   0.0   0.9   2:24.13 chromium-browse
   5373 daemonna  20   0   16.6g  62492  50864 S   0.0   0.2   1:22.64 chromium-browse
   5517 daemonna  20   0   28.8g 251484  97756 S   0.0   0.8   2:11.28 chromium-browse
   5670 daemonna  20   0   24.8g 162508  89780 S   0.0   0.5   0:10.72 chromium-browse
   5803 daemonna  20   0  375408   6232   5624 S   0.0   0.0   0:00.00 gvfsd-metadata
   5832 root      20   0  225716    816    496 S   0.0   0.0   0:00.29 gpg-agent
   5834 root      20   0   78572   1408   1244 S   0.0   0.0   0:00.00 scdaemon
   5849 root      20   0  225716    764    440 S   0.0   0.0   0:00.30 gpg-agent
   5851 root      20   0   78572   1412   1244 S   0.0   0.0   0:00.00 scdaemon
   5895 root      20   0  225716    940    612 S   0.0   0.0   0:00.29 gpg-agent
   5902 root      20   0   78572   1388   1220 S   0.0   0.0   0:00.00 scdaemon
   6029 root      20   0  225716    960    636 S   0.0   0.0   0:00.30 gpg-agent
   6031 root      20   0   78572   1404   1240 S   0.0   0.0   0:00.00 scdaemon
   6044 root      20   0  225716    976    652 S   0.0   0.0   0:00.29 gpg-agent
   6046 root      20   0   78572   1332   1164 S   0.0   0.0   0:00.00 scdaemon
   6059 root      20   0  225716    784    456 S   0.0   0.0   0:00.29 gpg-agent
   6061 root      20   0   78572   1360   1192 S   0.0   0.0   0:00.00 scdaemon
   6073 root      20   0  225716    764    436 S   0.0   0.0   0:00.29 gpg-agent
   6075 root      20   0   78572   1272   1108 S   0.0   0.0   0:00.00 scdaemon
   6092 root      20   0  225716    964    636 S   0.0   0.0   0:00.30 gpg-agent
   6094 root      20   0   78572   1404   1240 S   0.0   0.0   0:00.00 scdaemon
   6107 root      20   0  225716    956    636 S   0.0   0.0   0:00.29 gpg-agent
   6109 root      20   0   78572   1428   1260 S   0.0   0.0   0:00.00 scdaemon
   6122 root      20   0  225716    944    616 S   0.0   0.0   0:00.30 gpg-agent
   6124 root      20   0   78572   1392   1220 S   0.0   0.0   0:00.00 scdaemon
   6134 root      20   0  225716    896    572 S   0.0   0.0   0:00.29 gpg-agent
   6136 root      20   0   78572   1372   1208 S   0.0   0.0   0:00.00 scdaemon
   6149 root      20   0  225716    796    468 S   0.0   0.0   0:00.29 gpg-agent
   6151 root      20   0   78572   1276   1108 S   0.0   0.0   0:00.00 scdaemon
   6164 root      20   0  225716    760    436 S   0.0   0.0   0:00.29 gpg-agent
   6166 root      20   0   78572   1356   1188 S   0.0   0.0   0:00.00 scdaemon
   6179 root      20   0  225716    920    592 S   0.0   0.0   0:00.29 gpg-agent
   6181 root      20   0   78572   1356   1188 S   0.0   0.0   0:00.00 scdaemon
   6194 root      20   0  225716    776    452 S   0.0   0.0   0:00.29 gpg-agent
   6196 root      20   0   78572   1428   1260 S   0.0   0.0   0:00.00 scdaemon
   6211 root      20   0  225716    908    580 S   0.0   0.0   0:00.29 gpg-agent
   6213 root      20   0   78572   1276   1104 S   0.0   0.0   0:00.00 scdaemon
   8264 daemonna  20   0   20.7g 170276 116964 S   0.0   0.5   0:23.32 code
   8269 daemonna  20   0   16.4g  46536  38680 S   0.0   0.1   0:00.01 code
   8270 daemonna  20   0   16.4g  46404  38556 S   0.0   0.1   0:00.01 code
   8272 daemonna  20   0   16.4g   7912      8 S   0.0   0.0   0:00.00 code
   8285 daemonna  20   0   16.0g   1612   1452 S   0.0   0.0   0:00.00 chrome_crashpad
   8302 daemonna  20   0   16.8g 111424  81100 S   0.0   0.3   0:30.49 code
   8308 daemonna  20   0   16.5g  64976  55864 S   0.0   0.2   0:01.21 code
   8326 daemonna  20   0   38.7g 262576 119168 S   0.0   0.8   1:35.00 code
   8411 daemonna  20   0   20.3g 175408  65808 S   0.0   0.5   0:08.41 code
   8425 daemonna  20   0   28.6g 145448  99300 S   0.0   0.4   0:18.62 code
   8443 daemonna  20   0   20.3g  87960  61884 S   0.0   0.3   0:10.91 code
   8505 daemonna  20   0   20.3g  74184  58292 S   0.0   0.2   0:05.30 code
   8550 daemonna  20   0  225588   6692   3744 S   0.0   0.0   0:00.04 bash
   8555 daemonna  20   0   20.3g  76776  58060 S   0.0   0.2   0:00.65 code
   8624 daemonna  20   0    7944   5368   4312 S   0.0   0.0   0:00.06 ssh-agent
  16654 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 dio/nvme0n1p3
  18896 daemonna  20   0  527052   8724   7660 S   0.0   0.0   0:00.01 gvfsd-trash
  18916 daemonna  20   0  601156   8748   7784 S   0.0   0.0   0:00.02 gvfsd-network
  18972 daemonna  20   0  529188   8820   7840 S   0.0   0.0   0:00.01 gvfsd-dnssd
  23948 root      20   0       0      0      0 I   0.0   0.0   0:01.66 kworker/3:3-events
  30366 daemonna  20   0   24.7g 127660  86524 S   0.0   0.4   0:03.51 chromium-browse
  32051 daemonna  20   0   24.7g  86196  68736 S   0.0   0.3   0:00.53 chromium-browse
  32181 daemonna  20   0   24.7g 152748  93592 S   0.0   0.5   0:06.21 chromium-browse
  32202 daemonna  20   0   24.7g 138956  89528 S   0.0   0.4   0:02.06 chromium-browse
  32224 daemonna  20   0   24.7g 204096  98424 S   0.0   0.6   0:06.38 chromium-browse
  32246 daemonna  20   0   24.7g  88356  69256 S   0.0   0.3   0:00.71 chromium-browse
  32290 daemonna  20   0   24.7g 198708  97604 S   0.0   0.6   0:06.49 chromium-browse
  32304 daemonna  20   0   24.7g  88772  70376 S   0.0   0.3   0:00.83 chromium-browse
  32310 daemonna  20   0   24.7g  80756  64152 S   0.0   0.2   0:00.47 chromium-browse
  32498 daemonna  20   0   32.8g 143656  88736 S   0.0   0.4   0:03.31 chromium-browse
  32534 daemonna  20   0   24.7g  85840  67880 S   0.0   0.3   0:00.59 chromium-browse
  32549 daemonna  20   0   24.7g  82344  64980 S   0.0   0.3   0:00.54 chromium-browse
  33100 daemonna  20   0  767584  54468  43428 S   0.0   0.2   0:00.99 gnome-terminal-
  33118 daemonna  20   0  224932   6032   3716 S   0.0   0.0   0:00.03 bash
  40390 root      20   0       0      0      0 I   0.0   0.0   0:01.24 kworker/4:1-events
  40652 daemonna  20   0    6120   1504   1280 S   0.0   0.0   0:04.19 cgroupify
  40653 daemonna  20   0  221604    992    900 S   0.0   0.0   0:00.00 cat
  40654 daemonna  20   0  221604    912    824 S   0.0   0.0   0:00.00 cat
  40659 daemonna  20   0   32.0g   3104   2848 S   0.0   0.0   0:00.00 chrome_crashpad
  40661 daemonna  20   0   32.0g   1612   1448 S   0.0   0.0   0:00.00 chrome_crashpad
  40667 daemonna  20   0   32.5g  60396  49484 S   0.0   0.2   0:00.02 chrome
  40668 daemonna  20   0   32.5g  60144  49328 S   0.0   0.2   0:00.02 chrome
  40670 daemonna  20   0   32.0g   3832   3508 S   0.0   0.0   0:00.00 nacl_helper
  40673 daemonna  20   0   32.5g  16372   5452 S   0.0   0.1   0:00.52 chrome
  40696 daemonna  20   0   33.0g 205104 110868 S   0.0   0.6  10:29.83 chrome
  40697 daemonna  20   0   32.5g 115468  88136 S   0.0   0.4   1:26.25 chrome
  40707 daemonna  20   0   32.5g  51248  36288 S   0.0   0.2   0:02.45 chrome
  40727 daemonna  20   0   40.7g 122288  94672 S   0.0   0.4   0:04.38 chrome
  40728 daemonna  20   0   40.7g  85604  67960 S   0.0   0.3   0:00.25 chrome
  40755 daemonna  20   0   40.7g 139372  91968 S   0.0   0.4   0:01.93 chrome
  40779 daemonna  20   0   40.7g  92740  73424 S   0.0   0.3   0:00.30 chrome
  40808 daemonna  20   0   40.7g  85148  67680 S   0.0   0.3   0:00.22 chrome
  40823 daemonna  20   0   40.7g  99040  80196 S   0.0   0.3   0:00.27 chrome
  40830 daemonna  20   0   40.7g 195048  86660 S   0.0   0.6   0:31.98 chrome
  40843 daemonna  20   0   40.7g 130416  82908 S   0.0   0.4   0:03.20 chrome
  40999 daemonna  20   0   40.7g 140764  95320 S   0.0   0.4   0:04.08 chrome
  41013 daemonna  20   0   44.7g 143460  95272 S   0.0   0.4   0:01.34 chrome
  41019 daemonna  20   0   40.7g 158228  98404 S   0.0   0.5   0:05.46 chrome
  41125 daemonna  20   0   40.7g 136228  92856 S   0.0   0.4   0:03.42 chrome
  41131 daemonna  20   0   40.7g 104028  76884 S   0.0   0.3   0:00.76 chrome
  41197 daemonna  20   0   32.6g  75868  64368 S   0.0   0.2   0:43.82 chrome
  41305 daemonna  20   0   40.7g 100068  76884 S   0.0   0.3   0:01.21 chrome
  41359 daemonna  20   0   40.7g  98084  75524 S   0.0   0.3   0:00.56 chrome
  42813 root      20   0       0      0      0 I   0.0   0.0   0:02.21 kworker/u24:6-btrfs-endio-write
  43623 root      20   0       0      0      0 I   0.0   0.0   0:00.75 kworker/9:1-events_freezable
  44189 root      20   0       0      0      0 I   0.0   0.0   0:02.10 kworker/u24:8-btrfs-endio-write
  44746 root      20   0       0      0      0 I   0.0   0.0   0:01.22 kworker/7:2-events
  47396 daemonna  20   0   40.8g 354516 116384 S   0.0   1.1  11:13.99 chrome
  48388 daemonna  20   0   24.8g 169896  97828 S   0.0   0.5   0:05.65 chromium-browse
  48722 root      20   0       0      0      0 I   0.0   0.0   0:01.70 kworker/u24:0-phy0
  49935 root      20   0       0      0      0 I   0.0   0.0   0:01.47 kworker/u24:2-blkcg_punt_bio
  52166 daemonna  20   0   24.7g 127988  89052 S   0.0   0.4   0:01.43 chromium-browse
  54989 root      20   0       0      0      0 I   0.0   0.0   0:01.08 kworker/u24:4-flush-btrfs-1
  55933 daemonna  20   0   24.7g 167644  87472 S   0.0   0.5   0:06.48 chromium-browse
  55948 daemonna  20   0   24.7g 151568  86964 S   0.0   0.5   0:10.32 chromium-browse
  56011 daemonna  20   0   24.7g  55804  40392 S   0.0   0.2   0:00.03 chromium-browse
  57423 root      20   0       0      0      0 I   0.0   0.0   0:00.43 kworker/2:0-events
  58942 daemonna  20   0  846236  44264  35108 S   0.0   0.1   0:00.18 gnome-calendar
  59008 daemonna  20   0   46000   7220   6516 S   0.0   0.0   0:00.00 obexd
  59044 daemonna  39  19 1189780  53312  19648 S   0.0   0.2   0:01.78 tracker-miner-f
  59092 daemonna  20   0  223296   3748   3172 S   0.0   0.0   0:00.02 bash
  59440 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker/6:0-events
  59653 daemonna  20   0  272628  22008   3904 S   0.0   0.1   0:00.00 steam
  59654 daemonna  20   0  859036 159488 137956 S   0.0   0.5   0:07.99 steamwebhelper
  59720 daemonna  20   0  451240  53292  43792 S   0.0   0.2   0:00.01 steamwebhelper
  59721 daemonna  20   0  451240  53748  44224 S   0.0   0.2   0:00.02 steamwebhelper
  59723 daemonna  20   0  451240  14180   4648 S   0.0   0.0   0:00.00 steamwebhelper
  59758 daemonna  20   0  525952  90260  65304 S   0.0   0.3   0:01.10 steamwebhelper
  59869 daemonna  20   0 4831172 119436  75984 S   0.0   0.4   0:01.13 steamwebhelper
  60115 daemonna  20   0 4921392 183800 103304 S   0.0   0.6   0:32.84 steamwebhelper
  60171 daemonna  20   0  556416  59792  49764 S   0.0   0.2   0:00.48 steamwebhelper
  61115 root       0 -20       0      0      0 I   0.0   0.0   0:03.39 kworker/u25:0-rb_allocator
  62127 root      20   0       0      0      0 I   0.0   0.0   0:00.64 kworker/0:1-events
  62377 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/4:0-events
  63187 root      20   0       0      0      0 I   0.0   0.0   0:00.09 kworker/10:2-events
  63307 root      20   0       0      0      0 I   0.0   0.0   0:00.40 kworker/u24:5-btrfs-endio-write
  63326 root      20   0       0      0      0 I   0.0   0.0   0:01.50 kworker/5:1-events
  63387 root      20   0       0      0      0 I   0.0   0.0   0:00.24 kworker/u24:10-btrfs-endio-write
  63407 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/11:0-events
  64331 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/9:2
  64409 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:0
  64419 root      20   0       0      0      0 I   0.0   0.0   0:00.11 kworker/u24:9-flush-btrfs-1
  64727 root      20   0       0      0      0 I   0.0   0.0   0:00.08 kworker/11:1-events
  65067 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker/8:1-events
  65068 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:0-mm_percpu_wq
  65226 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/0:2-events
  65553 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker/1:1-events
  65650 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/2:1-events
  65705 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/8:0-events
  65768 root      20   0       0      0      0 I   0.0   0.0   0:00.20 kworker/5:0-events
  65855 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/6:1-events
  65936 root      20   0       0      0      0 I   0.0   0.0   0:00.08 kworker/u24:1-btrfs-endio-write
  66019 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/7:0-events
  66043 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/3:0
  66292 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:1-mm_percpu_wq
  66293 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:3-events
  66298 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0-events
  66328 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:2-events
  66405 root      20   0   17704   7776   6820 S   0.0   0.0   0:00.00 systemd-userwor
  66465 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/5:2-events
  66523 root      20   0       0      0      0 I   0.0   0.0   0:00.52 kworker/0:3-mm_percpu_wq
  66551 root      20   0   17704   7756   6796 S   0.0   0.0   0:00.00 systemd-userwor
  66567 daemonna  20   0   40.7g  66400  50404 S   0.0   0.2   0:00.03 chrome
  66643 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:2
  66678 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/u25:1-rb_allocator
  66784 daemonna  20   0  223032   3436   3156 S   0.0   0.0   0:00.00 top.sh
  66830 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:3-events
  66834 root      20   0   17704   7220   6296 S   0.0   0.0   0:00.00 systemd-userwor

top - 15:25:59 up  6:40,  1 user,  load average: 0.46, 0.41, 0.56
Tasks: 465 total,   1 running, 464 sleeping,   0 stopped,   0 zombie
%Cpu(s):  1.4 us,  0.3 sy,  0.0 ni, 98.1 id,  0.0 wa,  0.1 hi,  0.1 si,  0.0 st
MiB Mem :  31938.8 total,  13174.5 free,   6293.1 used,  12471.2 buff/cache
MiB Swap:   8192.0 total,   8192.0 free,      0.0 used.  23754.1 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   5388 daemonna  20   0   28.8g 387596 106124 S  11.4   1.2   8:29.43 chromium-browse
   2612 daemonna  20   0 6519196 261020 123520 S   5.0   0.8  15:16.76 gnome-shell
   5101 daemonna  20   0   16.8g 306856 176328 S   4.0   0.9   6:08.88 chromium-browse
   5151 daemonna  20   0   17.5g 230216  95192 S   2.5   0.7  21:48.97 chromium-browse
  59875 daemonna  20   0 5079444 334648 239944 S   2.5   1.0   1:21.84 steamwebhelper
  59738 daemonna  20   0  805080 191580 128436 S   1.5   0.6   0:52.65 steamwebhelper
   5152 daemonna  20   0   16.6g 104564  69232 S   1.0   0.3   3:27.02 chromium-browse
  59638 daemonna  10 -10  596432 204564 142252 S   1.0   0.6   0:48.55 steam
    963 root      20   0  455964   9612   7756 S   0.5   0.0   0:03.66 upowerd
   8443 daemonna  20   0   20.3g  87960  61884 S   0.5   0.3   0:10.92 code
  66785 daemonna  20   0  226544   4520   3544 R   0.5   0.0   0:00.15 top
      1 root      20   0  173364  17836  11060 S   0.0   0.1   0:02.21 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.04 kthreadd
      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp
      5 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 netns
      7 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri
     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq
     11 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tasks_kthread
     12 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tasks_rude_kthread
     13 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tasks_trace_kthread
     14 root      20   0       0      0      0 S   0.0   0.0   0:00.15 ksoftirqd/0
     15 root      20   0       0      0      0 I   0.0   0.0   0:29.61 rcu_preempt
     16 root      rt   0       0      0      0 S   0.0   0.0   0:00.01 migration/0
     17 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     18 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/1
     19 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/1
     20 root      20   0       0      0      0 S   0.0   0.0   0:00.11 ksoftirqd/1
     22 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/1:0H-events_highpri
     23 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/2
     24 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/2
     25 root      20   0       0      0      0 S   0.0   0.0   0:00.08 ksoftirqd/2
     27 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/2:0H-kblockd
     28 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/3
     29 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/3
     30 root      20   0       0      0      0 S   0.0   0.0   0:00.07 ksoftirqd/3
     32 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/3:0H-events_highpri
     33 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/4
     34 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/4
     35 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/4
     37 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/4:0H-events_highpri
     38 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/5
     39 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/5
     40 root      20   0       0      0      0 S   0.0   0.0   0:08.49 ksoftirqd/5
     42 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/5:0H-events_highpri
     43 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/6
     44 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/6
     45 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/6
     47 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/6:0H-events_highpri
     48 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/7
     49 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/7
     50 root      20   0       0      0      0 S   0.0   0.0   0:00.08 ksoftirqd/7
     52 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/7:0H-events_highpri
     53 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/8
     54 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/8
     55 root      20   0       0      0      0 S   0.0   0.0   0:00.07 ksoftirqd/8
     57 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/8:0H-events_highpri
     58 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/9
     59 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/9
     60 root      20   0       0      0      0 S   0.0   0.0   0:00.19 ksoftirqd/9
     62 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/9:0H-events_highpri
     63 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/10
     64 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/10
     65 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/10
     67 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/10:0H-events_highpri
     68 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/11
     69 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/11
     70 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/11
     72 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/11:0H-events_highpri
     73 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kdevtmpfs
     74 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 inet_frag_wq
     75 root      20   0       0      0      0 S   0.0   0.0   0:00.01 kauditd
     76 root      20   0       0      0      0 S   0.0   0.0   0:00.00 oom_reaper
     77 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 writeback
     78 root      20   0       0      0      0 S   0.0   0.0   0:00.19 kcompactd0
     79 root      25   5       0      0      0 S   0.0   0.0   0:00.00 ksmd
     80 root      39  19       0      0      0 S   0.0   0.0   0:00.00 khugepaged
     81 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 cryptd
     82 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kintegrityd
     83 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kblockd
     84 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 blkcg_punt_bio
     86 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 tpm_dev_wq
     87 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ata_sff
     88 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 md
     89 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 edac-poller
     92 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 watchdogd
     93 root       0 -20       0      0      0 I   0.0   0.0   0:00.42 kworker/0:1H-kblockd
     94 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kswapd0
    102 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kthrotld
    107 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/123-aerdrv
    108 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/123-pcie-dpc
    109 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/124-aerdrv
    110 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/124-pcie-dpc
    111 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/125-aerdrv
    112 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/125-pcie-dpc
    113 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/126-aerdrv
    114 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/126-pcie-dpc
    124 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 acpi_thermal_pm
    125 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_0
    126 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_0
    128 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 dm_bufio_cache
    129 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mld
    130 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ipv6_addrconf
    135 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kstrp
    148 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 zswap-shrink
    253 root       0 -20       0      0      0 I   0.0   0.0   0:00.45 kworker/2:1H-events_highpri
    292 root       0 -20       0      0      0 I   0.0   0.0   0:00.34 kworker/1:1H-events_highpri
    301 root       0 -20       0      0      0 I   0.0   0.0   0:00.56 kworker/8:1H-kblockd
    306 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ipmi-msghandler
    310 root       0 -20       0      0      0 I   0.0   0.0   0:00.27 kworker/3:1H-events_highpri
    312 root       0 -20       0      0      0 I   0.0   0.0   0:00.68 kworker/7:1H-events_highpri
    313 root       0 -20       0      0      0 I   0.0   0.0   0:00.54 kworker/10:1H-kblockd
    329 root       0 -20       0      0      0 I   0.0   0.0   0:00.80 kworker/6:1H-events_highpri
    413 root       0 -20       0      0      0 I   0.0   0.0   0:00.27 kworker/11:1H-events_highpri
    458 root       0 -20       0      0      0 I   0.0   0.0   0:00.71 kworker/9:1H-events_highpri
    474 root     -51   0       0      0      0 S   0.0   0.0   0:03.60 irq/74-ELAN0710:01
    475 root       0 -20       0      0      0 I   0.0   0.0   0:00.25 kworker/4:1H-events_highpri
    476 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-wq
    477 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-reset-wq
    478 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-delete-wq
    500 root     -51   0       0      0      0 S   0.0   0.0   0:00.09 irq/18-alcor_sdmmc
    501 root       0 -20       0      0      0 I   0.0   0.0   0:00.47 kworker/5:1H-events_highpri
    502 root     -51   0       0      0      0 S   0.0   0.0   0:00.01 card0-crtc0
    503 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card0-crtc1
    504 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card0-crtc2
    514 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-worker
    515 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-worker-hi
    516 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-delalloc
    517 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-flush_del
    518 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-cache
    519 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-fixup
